,movie_id,RatingCount,RatingAverage,title,genres
43,1193,1725,4.390724637681159,One Flew Over the Cuckoo's Nest (1975),Drama
44,919,1718,4.247962747380675,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
45,924,1716,4.068764568764569,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
46,1127,1715,3.6839650145772596,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
47,2355,1703,3.854374633000587,"Bug's Life, A (1998)",Animation|Children's|Comedy
48,1387,1697,4.089569829110195,Jaws (1975),Action|Horror
49,1221,1692,4.357565011820331,"Godfather: Part II, The (1974)",Action|Crime|Drama
50,912,1669,4.412822049131217,Casablanca (1942),Drama|Romance|War
51,1036,1666,4.121848739495798,Die Hard (1988),Action|Thriller
52,1213,1657,4.275196137598069,GoodFellas (1990),Crime|Drama
53,1610,1652,4.052058111380146,"Hunt for Red October, The (1990)",Action|Thriller
55,1291,1628,4.133292383292384,Indiana Jones and the Last Crusade (1989),Action|Adventure
56,2000,1627,3.8869084204056548,Lethal Weapon (1987),Action|Comedy|Crime|Drama
57,1136,1599,4.335209505941213,Monty Python and the Holy Grail (1974),Comedy
58,3114,1585,4.218927444794953,Toy Story 2 (1999),Animation|Children's|Comedy
59,1307,1568,4.073341836734694,When Harry Met Sally... (1989),Comedy|Romance
60,1704,1548,4.176356589147287,Good Will Hunting (1997),Drama
62,1968,1539,3.8797920727745288,"Breakfast Club, The (1985)",Comedy|Drama
64,2599,1522,3.9303547963206307,Election (1999),Comedy
65,3793,1511,3.8206485771012573,X-Men (2000),Action|Sci-Fi
66,32,1511,3.945731303772336,Twelve Monkeys (1995),Drama|Sci-Fi
68,2797,1491,3.8558014755197854,Big (1988),Comedy|Fantasy
70,2918,1473,4.11744738628649,Ferris Bueller's Day Off (1986),Comedy
71,2959,1451,4.077188146106134,Fight Club (1999),Drama
72,590,1451,3.9152308752584424,Dances with Wolves (1990),Adventure|Drama|Western
73,3471,1451,4.0144727773949,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
74,1374,1448,3.880524861878453,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
75,1394,1434,4.02092050209205,Raising Arizona (1987),Comedy
78,1784,1424,3.9501404494382024,As Good As It Gets (1997),Comedy|Drama
80,1304,1419,4.215644820295983,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
81,3418,1417,3.6803105151729003,Thelma & Louise (1991),Action|Drama
82,223,1412,3.946883852691218,Clerks (1994),Comedy
84,2706,1389,3.7098632109431247,American Pie (1999),Comedy
85,1225,1382,4.251808972503618,Amadeus (1984),Drama
86,1584,1382,3.768451519536903,Contact (1997),Drama|Sci-Fi
88,3481,1373,3.928623452294246,High Fidelity (2000),Comedy
89,1923,1371,3.9044493070751276,There's Something About Mary (1998),Comedy
91,750,1367,4.4498902706656915,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
94,1393,1353,3.7590539541759056,Jerry Maguire (1996),Drama|Romance
95,2804,1352,4.238905325443787,"Christmas Story, A (1983)",Comedy|Drama
96,588,1351,3.788304959289415,Aladdin (1992),Animation|Children's|Comedy|Musical
97,2406,1345,3.6892193308550185,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
98,1220,1341,3.9395973154362416,"Blues Brothers, The (1980)",Action|Comedy|Musical
99,733,1340,3.723134328358209,"Rock, The (1996)",Action|Adventure|Thriller
100,1230,1334,4.14167916041979,Annie Hall (1977),Comedy|Romance
102,1961,1330,4.053383458646617,Rain Man (1988),Drama
103,3751,1329,3.8796087283671934,Chicken Run (2000),Animation|Children's|Comedy
104,1079,1326,3.971342383107089,"Fish Called Wanda, A (1988)",Comedy
105,908,1315,4.38403041825095,North by Northwest (1959),Drama|Thriller
106,3408,1315,3.863878326996198,Erin Brockovich (2000),Drama
107,1073,1313,3.8613861386138613,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
109,1356,1310,3.7091603053435116,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
111,2700,1269,3.760441292356186,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
112,1219,1263,4.218527315914489,Psycho (1960),Horror|Thriller
113,1247,1261,4.245836637589215,"Graduate, The (1967)",Drama|Romance
114,1089,1259,4.13582208101668,Reservoir Dogs (1992),Crime|Thriller
116,1222,1254,4.110845295055821,Full Metal Jacket (1987),Action|Drama|War
117,150,1251,4.073541167066347,Apollo 13 (1995),Drama
118,3753,1240,3.7451612903225806,"Patriot, The (2000)",Action|Drama|War
119,111,1240,4.183870967741935,Taxi Driver (1976),Drama|Thriller
122,357,1233,3.7437145174371453,Four Weddings and a Funeral (1994),Comedy|Romance
123,1094,1229,3.7314890154597236,"Crying Game, The (1992)",Drama|Romance|War
124,1206,1229,4.0781122864117165,"Clockwork Orange, A (1971)",Sci-Fi
127,3147,1222,4.154664484451718,"Green Mile, The (1999)",Drama|Thriller
128,2395,1220,3.8409836065573773,Rushmore (1998),Comedy
129,3421,1207,4.053024026512014,Animal House (1978),Comedy
130,1517,1205,3.7103734439834026,Austin Powers: International Man of Mystery (1997),Comedy
131,1641,1199,3.872393661384487,"Full Monty, The (1997)",Comedy
132,1278,1193,4.250628667225482,Young Frankenstein (1974),Comedy|Horror
133,1252,1185,4.339240506329114,Chinatown (1974),Film-Noir|Mystery|Thriller
135,1358,1177,4.208156329651657,Sling Blade (1996),Drama|Thriller
136,1208,1176,4.243197278911564,Apocalypse Now (1979),Drama|War
139,2529,1162,3.712564543889845,Planet of the Apes (1968),Action|Sci-Fi
141,2321,1158,3.6968911917098444,Pleasantville (1998),Comedy
142,920,1156,3.9974048442906573,Gone with the Wind (1939),Drama|Romance|War
143,2324,1152,4.329861111111111,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama
145,1090,1143,4.090113735783027,Platoon (1986),Drama|War
146,47,1137,4.106420404573439,Seven (Se7en) (1995),Crime|Thriller
147,1500,1136,3.813380281690141,Grosse Pointe Blank (1997),Comedy|Crime
149,1954,1129,3.9433126660761735,Rocky (1976),Action|Drama
150,1673,1128,3.769503546099291,Boogie Nights (1997),Drama
151,2115,1127,3.676131322094055,Indiana Jones and the Temple of Doom (1984),Action|Adventure
152,2194,1127,4.007985803016859,"Untouchables, The (1987)",Action|Crime|Drama
155,364,1121,3.8608385370205176,"Lion King, The (1994)",Animation|Children's|Musical
157,3671,1119,4.047363717605005,Blazing Saddles (1974),Comedy|Western
158,1288,1118,4.179785330948121,This Is Spinal Tap (1984),Comedy|Drama|Musical
160,923,1116,4.388888888888889,Citizen Kane (1941),Drama
161,3160,1113,3.8939802336028753,Magnolia (1999),Drama
162,1242,1112,4.193345323741007,Glory (1989),Action|Drama|War
165,1294,1099,4.124658780709736,M*A*S*H (1970),Comedy|War
166,3255,1099,3.6797088262056414,"League of Their Own, A (1992)",Comedy|Drama
167,1732,1097,3.7383773928896993,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
168,3361,1095,3.837442922374429,Bull Durham (1988),Comedy
169,1396,1091,3.7277726856095326,Sneakers (1992),Crime|Drama|Sci-Fi
171,1258,1087,4.104875804967802,"Shining, The (1980)",Horror
172,2302,1086,3.7845303867403315,My Cousin Vinny (1992),Comedy
173,3448,1082,3.733826247689464,"Good Morning, Vietnam (1987)",Comedy|Drama|War
174,1653,1077,3.711234911792015,Gattaca (1997),Drama|Sci-Fi|Thriller
177,2692,1072,4.224813432835821,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
181,2268,1061,3.93119698397738,"Few Good Men, A (1992)",Crime|Drama
182,595,1060,3.8858490566037736,Beauty and the Beast (1991),Animation|Children's|Musical
183,349,1059,3.7261567516525025,Clear and Present Danger (1994),Action|Adventure|Thriller
184,969,1057,4.251655629139073,"African Queen, The (1951)",Action|Adventure|Romance|War
185,3256,1052,3.75,Patriot Games (1992),Action|Thriller
186,904,1050,4.476190476190476,Rear Window (1954),Mystery|Thriller
187,1234,1049,4.320305052430887,"Sting, The (1973)",Comedy|Crime
188,1674,1046,3.9961759082217974,Witness (1985),Drama|Romance|Thriller
191,913,1043,4.395973154362416,"Maltese Falcon, The (1941)",Film-Noir|Mystery
192,2081,1035,3.756521739130435,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
193,3703,1034,3.6740812379110253,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
194,11,1033,3.7938044530493706,"American President, The (1995)",Comedy|Drama|Romance
196,2890,1021,3.8070519098922624,Three Kings (1999),Drama|War
199,1028,1011,3.894164193867458,Mary Poppins (1964),Children's|Comedy|Musical
200,2968,1010,3.6940594059405942,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
201,1101,1010,3.6861386138613863,Top Gun (1986),Action|Romance
204,1682,1005,3.861691542288557,"Truman Show, The (1998)",Drama
206,1233,1001,4.302697302697303,"Boat, The (Das Boot) (1981)",Action|Drama|War
207,1266,997,4.0902708124373115,Unforgiven (1992),Western
209,551,996,3.717871485943775,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
210,3897,994,4.22635814889336,Almost Famous (2000),Comedy|Drama
212,3363,990,4.026262626262627,American Graffiti (1973),Comedy|Drama
214,3052,989,3.7128412537917086,Dogma (1999),Comedy
215,2353,988,3.687246963562753,Enemy of the State (1998),Action|Thriller
216,539,986,3.760649087221095,Sleepless in Seattle (1993),Comedy|Romance
218,3072,982,3.7871690427698574,Moonstruck (1987),Comedy
220,2289,978,3.96319018404908,"Player, The (1992)",Comedy|Drama
221,1408,975,3.8133333333333335,"Last of the Mohicans, The (1992)",Action|Romance|War
222,474,972,3.825102880658436,In the Line of Fire (1993),Action|Thriller
224,3552,967,3.8469493278179936,Caddyshack (1980),Comedy
225,1639,966,3.7784679089026914,Chasing Amy (1997),Drama|Romance
228,440,948,3.811181434599156,Dave (1993),Comedy|Romance
230,1215,945,3.804232804232804,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
232,1282,943,3.904559915164369,Fantasia (1940),Animation|Children's|Musical
233,6,940,3.8787234042553194,Heat (1995),Action|Crime|Thriller
234,2336,938,4.029850746268656,Elizabeth (1998),Drama
235,1250,938,4.386993603411514,"Bridge on the River Kwai, The (1957)",Drama|War
238,1276,930,4.253763440860215,Cool Hand Luke (1967),Comedy|Drama
239,1207,928,4.425646551724138,To Kill a Mockingbird (1962),Drama
240,36,928,3.9579741379310347,Dead Man Walking (1995),Drama
242,235,927,3.696871628910464,Ed Wood (1994),Comedy|Drama
243,1080,926,4.018358531317495,Monty Python's Life of Brian (1979),Comedy
245,293,923,4.106175514626218,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
246,2248,914,4.017505470459518,Say Anything... (1989),Comedy|Drama|Romance
248,1199,913,4.097480832420591,Brazil (1985),Sci-Fi
251,1912,908,3.797356828193833,Out of Sight (1998),Action|Crime|Romance
254,903,905,4.27292817679558,Vertigo (1958),Mystery|Thriller
257,2947,897,3.971014492753623,Goldfinger (1964),Action
260,3210,886,3.8374717832957113,Fast Times at Ridgemont High (1982),Comedy
262,1179,885,3.7887005649717516,"Grifters, The (1990)",Crime|Drama|Film-Noir
263,1997,885,3.9559322033898305,"Exorcist, The (1973)",Horror
264,3006,884,4.0588235294117645,"Insider, The (1999)",Drama
266,3499,884,3.82579185520362,Misery (1990),Horror
267,1148,882,4.507936507936508,"Wrong Trousers, The (1993)",Animation|Comedy
268,1035,882,3.931972789115646,"Sound of Music, The (1965)",Musical
269,1625,882,3.9138321995464853,"Game, The (1997)",Mystery|Thriller
271,1748,874,3.822654462242563,Dark City (1998),Film-Noir|Sci-Fi|Thriller
272,2502,872,3.8211009174311927,Office Space (1999),Comedy|Romance
275,2080,864,3.8043981481481484,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
279,1953,861,4.098722415795587,"French Connection, The (1971)",Action|Crime|Drama|Thriller
281,1246,855,4.005847953216374,Dead Poets Society (1989),Drama
284,2908,850,4.014117647058823,Boys Don't Cry (1999),Drama
287,3039,839,3.828367103694875,Trading Places (1983),Comedy
288,3543,839,3.9225268176400476,Diner (1982),Comedy|Drama
290,2352,838,3.8747016706443915,"Big Chill, The (1983)",Comedy|Drama
292,17,835,4.027544910179641,Sense and Sensibility (1995),Drama|Romance
293,910,832,4.300480769230769,Some Like It Hot (1959),Comedy|Crime
294,1204,831,4.401925391095066,Lawrence of Arabia (1962),Adventure|War
297,2108,825,3.7066666666666666,L.A. Story (1991),Comedy|Romance
299,1201,822,4.133819951338199,"Good, The Bad and The Ugly, The (1966)",Action|Western
300,3510,821,3.7588306942752743,Frequency (2000),Drama|Thriller
305,3526,811,3.7694204685573367,Parenthood (1989),Comedy|Drama
311,1285,803,3.8156911581569117,Heathers (1989),Comedy
313,3101,802,3.669576059850374,Fatal Attraction (1987),Thriller
317,2064,798,4.0739348370927315,Roger & Me (1989),Comedy|Documentary
318,1994,795,3.6842767295597483,Poltergeist (1982),Horror|Thriller
324,2243,789,3.747782002534854,Broadcast News (1987),Comedy|Drama|Romance
325,1060,786,3.94147582697201,Swingers (1996),Comedy|Drama
327,3424,781,3.880921895006402,Do the Right Thing (1989),Comedy|Drama
335,2020,773,3.9715394566623545,Dangerous Liaisons (1988),Drama|Romance
336,265,772,3.9326424870466323,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
337,2948,771,3.8897535667963683,From Russia with Love (1963),Action
338,1302,768,3.9114583333333335,Field of Dreams (1989),Drama
341,1267,765,4.333333333333333,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
342,3362,765,3.969934640522876,Dog Day Afternoon (1975),Comedy|Crime|Drama
343,3104,765,3.8562091503267975,Midnight Run (1988),Action|Adventure|Comedy|Crime
344,594,763,3.8453473132372213,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
345,1947,761,4.057818659658344,West Side Story (1961),Musical|Romance
346,161,760,3.723684210526316,Crimson Tide (1995),Drama|Thriller|War
347,3386,756,3.755291005291005,JFK (1991),Drama|Mystery
350,899,751,4.2836218375499335,Singin' in the Rain (1952),Musical|Romance
352,1965,751,3.6830892143808254,Repo Man (1984),Comedy|Sci-Fi
353,778,751,3.9600532623169107,Trainspotting (1996),Drama
355,1231,750,4.08,"Right Stuff, The (1983)",Drama
356,2391,745,3.751677852348993,"Simple Plan, A (1998)",Crime|Thriller
357,1077,744,3.9798387096774195,Sleeper (1973),Comedy|Sci-Fi
358,3396,744,3.8561827956989245,"Muppet Movie, The (1979)",Children's|Comedy
359,2872,742,3.81266846361186,Excalibur (1981),Action|Drama|Fantasy|Romance
360,2288,741,3.785425101214575,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
361,1275,741,3.8461538461538463,Highlander (1986),Action|Adventure
362,1663,740,3.8391891891891894,Stripes (1981),Comedy
367,1333,733,3.882673942701228,"Birds, The (1963)",Horror
368,1249,733,4.005457025920873,Nikita (La Femme Nikita) (1990),Thriller
369,1299,732,4.248633879781421,"Killing Fields, The (1984)",Drama|War
371,953,729,4.299039780521262,It's a Wonderful Life (1946),Drama
372,2871,729,3.9410150891632374,Deliverance (1972),Adventure|Thriller
373,1729,724,3.6892265193370166,Jackie Brown (1997),Crime|Drama
374,2580,723,3.854771784232365,Go (1999),Crime
377,529,720,3.977777777777778,Searching for Bobby Fischer (1993),Drama
378,2144,719,3.710709318497914,Sixteen Candles (1984),Comedy
379,1466,719,3.7955493741307373,Donnie Brasco (1997),Crime|Drama
380,1244,718,4.082172701949861,Manhattan (1979),Comedy|Drama|Romance
381,246,716,4.18854748603352,Hoop Dreams (1994),Documentary
383,968,715,3.6713286713286712,Night of the Living Dead (1968),Horror|Sci-Fi
385,2160,712,3.818820224719101,Rosemary's Baby (1968),Horror|Thriller
386,3148,711,3.952180028129395,"Cider House Rules, The (1999)",Drama
388,2944,707,4.0042432814710045,"Dirty Dozen, The (1967)",Action|War
389,300,705,3.7588652482269502,Quiz Show (1994),Drama
391,1287,704,4.110795454545454,Ben-Hur (1959),Action|Adventure|Drama
392,2359,703,3.879089615931721,Waking Ned Devine (1998),Comedy
396,1263,700,4.11,"Deer Hunter, The (1978)",Drama|War
399,1235,697,4.164992826398852,Harold and Maude (1971),Comedy
400,1262,696,4.376436781609195,"Great Escape, The (1963)",Adventure|War
401,2150,695,3.726618705035971,"Gods Must Be Crazy, The (1980)",Comedy
403,337,693,3.8412698412698414,What's Eating Gilbert Grape (1993),Drama
404,3868,692,3.680635838150289,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy
406,3504,688,4.020348837209302,Network (1976),Comedy|Drama
408,1343,687,3.671033478893741,Cape Fear (1991),Thriller
409,1084,686,4.096209912536443,Bonnie and Clyde (1967),Crime|Drama
413,16,682,3.7932551319648096,Casino (1995),Drama|Thriller
415,3105,680,3.7808823529411764,Awakenings (1990),Drama
418,1228,677,4.1875923190546525,Raging Bull (1980),Drama
419,1188,676,3.951183431952663,Strictly Ballroom (1992),Comedy|Romance
420,902,676,3.908284023668639,Breakfast at Tiffany's (1961),Drama|Romance
422,2761,674,4.0474777448071215,"Iron Giant, The (1999)",Animation|Children's
426,1269,672,4.168154761904762,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
427,1293,671,4.141579731743666,Gandhi (1982),Drama
432,497,667,4.0,Much Ado About Nothing (1993),Comedy|Romance
435,2078,664,3.816265060240964,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
437,1952,663,4.113122171945701,Midnight Cowboy (1969),Drama
439,2300,658,4.144376899696049,"Producers, The (1968)",Comedy|Musical
440,555,658,3.9285714285714284,True Romance (1993),Action|Crime|Romance
442,745,657,4.52054794520548,"Close Shave, A (1995)",Animation|Comedy|Thriller
443,3911,657,4.073059360730594,Best in Show (2000),Comedy
444,2076,654,3.7629969418960245,Blue Velvet (1986),Drama|Mystery
445,1962,652,3.8773006134969323,Driving Miss Daisy (1989),Drama
449,2949,646,3.874613003095975,Dr. No (1962),Action
450,1272,645,4.266666666666667,Patton (1970),Drama|War
452,441,643,3.6936236391912907,Dazed and Confused (1993),Comedy
455,2329,640,4.2265625,American History X (1998),Drama
460,914,636,4.154088050314465,My Fair Lady (1964),Musical|Romance
461,1960,636,3.9764150943396226,"Last Emperor, The (1987)",Drama|War
462,1957,634,3.7965299684542586,Chariots of Fire (1981),Drama
464,800,630,4.082539682539682,Lone Star (1996),Drama|Mystery
467,2664,628,3.912420382165605,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
468,3683,628,4.218152866242038,Blood Simple (1984),Drama|Film-Noir
470,2019,628,4.560509554140127,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
476,2542,625,3.8976,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
480,3100,623,3.756019261637239,"River Runs Through It, A (1992)",Drama
484,1203,616,4.295454545454546,12 Angry Men (1957),Drama
486,1172,615,4.287804878048781,Cinema Paradiso (1988),Comedy|Drama|Romance
488,1921,613,3.7911908646003263,Pi (1998),Sci-Fi|Thriller
494,509,608,3.674342105263158,"Piano, The (1993)",Drama|Romance
495,1885,608,3.692434210526316,"Opposite of Sex, The (1998)",Comedy|Drama
503,1256,594,4.21043771043771,Duck Soup (1933),Comedy|War
504,1271,593,3.806070826306914,Fried Green Tomatoes (1991),Drama
505,3037,591,4.04399323181049,Little Big Man (1970),Comedy|Drama|Western
506,1292,591,4.013536379018612,Being There (1979),Comedy
508,3360,590,3.91864406779661,Hoosiers (1986),Drama
509,2018,589,3.738539898132428,Bambi (1942),Animation|Children's
510,2501,588,4.137755102040816,October Sky (1999),Drama
513,3044,583,3.855917667238422,Dead Again (1991),Mystery|Romance|Thriller
514,2686,583,3.9622641509433962,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
515,898,582,4.3006872852233675,"Philadelphia Story, The (1940)",Comedy|Romance
517,2333,578,3.8131487889273354,Gods and Monsters (1998),Drama
518,1022,577,3.755632582322357,Cinderella (1950),Animation|Children's|Musical
520,1019,575,3.7026086956521738,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
522,2109,573,3.743455497382199,"Jerk, The (1979)",Comedy
523,866,572,3.8234265734265733,Bound (1996),Crime|Drama|Romance|Thriller
525,1095,571,3.8844133099824867,Glengarry Glen Ross (1992),Drama
529,1029,568,3.688380281690141,Dumbo (1941),Animation|Children's|Musical
534,2662,565,3.8584070796460175,"War of the Worlds, The (1953)",Action|Sci-Fi|War
535,2067,564,4.065602836879433,Doctor Zhivago (1965),Drama|Romance|War
543,508,561,3.894830659536542,Philadelphia (1993),Drama
545,1296,560,3.9964285714285714,"Room with a View, A (1986)",Drama|Romance
548,1253,559,4.141323792486583,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
550,3060,558,3.8315412186379927,"Commitments, The (1991)",Comedy|Drama
553,3252,555,3.7135135135135133,Scent of a Woman (1992),Drama
556,553,553,3.8734177215189876,Tombstone (1993),Western
557,3435,551,4.415607985480944,Double Indemnity (1944),Crime|Film-Noir
559,1321,549,3.7522768670309654,"American Werewolf in London, An (1981)",Horror
560,2795,549,3.841530054644809,Vacation (1983),Comedy
561,3098,548,3.832116788321168,"Natural, The (1984)",Drama
562,1357,548,3.8065693430656933,Shine (1996),Drama|Romance
563,1261,548,3.826642335766423,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
566,3479,542,3.6734317343173433,Ladyhawke (1985),Adventure|Fantasy|Romance
570,1284,541,4.312384473197782,"Big Sleep, The (1946)",Film-Noir|Mystery
572,62,541,3.6968576709796674,Mr. Holland's Opus (1995),Drama
585,1032,525,3.697142857142857,Alice in Wonderland (1951),Animation|Children's|Musical
588,2951,522,3.9942528735632186,"Fistful of Dollars, A (1964)",Action|Western
589,3095,521,4.134357005758157,"Grapes of Wrath, The (1940)",Drama
591,3359,520,4.0807692307692305,Breaking Away (1979),Drama
592,1945,519,4.269749518304431,On the Waterfront (1954),Crime|Drama
593,342,518,3.6776061776061777,Muriel's Wedding (1994),Comedy|Romance
594,2863,518,3.88996138996139,"Hard Day's Night, A (1964)",Comedy|Musical
599,1248,514,4.215953307392996,Touch of Evil (1958),Crime|Film-Noir|Thriller
603,2096,511,3.710371819960861,Sleeping Beauty (1959),Animation|Children's|Musical
606,3178,509,3.848722986247544,"Hurricane, The (1999)",Drama
607,1956,507,3.990138067061144,Ordinary People (1980),Drama
608,1635,507,3.8007889546351086,"Ice Storm, The (1997)",Drama
609,1982,506,3.7134387351778657,Halloween (1978),Horror
612,2917,504,4.031746031746032,Body Heat (1981),Crime|Thriller
614,3654,502,3.9641434262948207,"Guns of Navarone, The (1961)",Action|Drama|War
615,58,501,4.093812375249501,"Postino, Il (The Postman) (1994)",Drama|Romance
616,838,501,3.8802395209580838,Emma (1996),Comedy|Drama|Romance
620,596,498,3.751004016064257,Pinocchio (1940),Animation|Children's
622,3203,497,3.6780684104627768,Dead Calm (1989),Thriller
623,2137,497,3.8229376257545273,Charlotte's Web (1973),Animation|Children's
624,3317,496,3.9495967741935485,Wonder Boys (2000),Comedy|Drama
626,3735,495,3.981818181818182,Serpico (1973),Crime|Drama
627,1834,493,3.9391480730223125,"Spanish Prisoner, The (1997)",Drama|Thriller
631,162,491,4.063136456211812,Crumb (1994),Documentary
632,1907,490,3.742857142857143,Mulan (1998),Animation|Children's
633,3536,489,3.7484662576687118,Keeping the Faith (2000),Comedy|Romance
636,628,485,3.8969072164948453,Primal Fear (1996),Drama|Thriller
637,3168,485,3.7711340206185566,Easy Rider (1969),Adventure|Drama
638,1104,483,4.225672877846791,"Streetcar Named Desire, A (1951)",Drama
640,3267,483,3.6873706004140785,"Mariachi, El (1992)",Action|Thriller
641,2186,482,4.304979253112033,Strangers on a Train (1951),Film-Noir|Thriller
644,3260,480,3.7291666666666665,Howards End (1992),Drama
645,1212,480,4.452083333333333,"Third Man, The (1949)",Mystery|Thriller
649,562,478,3.799163179916318,Welcome to the Dollhouse (1995),Comedy|Drama
653,247,477,3.8658280922431865,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
658,3246,475,3.903157894736842,Malcolm X (1992),Drama
662,1041,474,4.037974683544304,Secrets & Lies (1996),Drama
